Anz,Beschreibung,Fabrikat/Bez.,Pos.Nr.,Produkt,Typ,Typ 1,Typ 2,Nennweite,Typ/Material,Anlagenbezeichnung,LV-Nummer,Medium,Bestell-NR.,AKS-Nr.,LWA [db(A)],a/b,b/h,l,c,d,d1,d2,h,h1,h2,h3,k1,k3,t,x,y,alpha,Vol(m³/h),dP(Pa),Klappenart,Unnamed: 36,Unnamed: 37,Verbaut
1,L,06O3AU0002,700,1050,-,-,-,-,-,-,-,-,1373,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,4.81,-,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.14,1.0,0,0
1,L,06O3FO0002,700,1050,-,-,-,-,-,-,-,-,1373,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,4.81,-,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",5.14,1.0,0,0
1,L,06O3ZU0002,600,600,-,-,-,-,-,-,-,-,1380,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,3.31,-,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.64,0.8,0,0
1,L,06O3ZU0003,600,600,-,-,-,-,-,-,-,-,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,3.6,-,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.96,0.8,0,0
1,L,07O3AB0003,600,600,-,-,-,-,-,-,-,-,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,3.6,-,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.96,0.8,0,0
1,L,07O3AB0004,600,600,-,-,-,-,-,-,-,-,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,3.6,-,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.96,0.8,0,0
1,LT,-,250,500,-,-,-,-,-,-,-,-,340,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,-,300,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,-,300,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,-,300,800,-,-,-,-,-,-,-,-,350,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,-,375,375,-,-,-,-,-,-,-,-,700,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.05,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.22,0.6,0,0
1,LT,-,400,800,-,-,-,-,-,-,-,-,340,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
4,LT,-,700,600,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,-,875,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,-,1100,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,1.0,0,0
2,LT,-,1150,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,1.0,0,0
11,LT,-,1200,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,1.0,0,0
1,LT,-,1200,800,-,-,-,-,-,-,-,-,350,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1.4,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.48,1.0,0,0
2,LT,-,1300,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,1.0,0,0
1,LT,01O3AB0006,300,600,-,-,-,-,-,-,-,-,175,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,01O3AB0011a,250,300,-,-,-,-,-,-,-,-,250,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01O3AU0003,450,600,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,01O3AU0005,450,600,-,-,-,-,-,-,-,-,310,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,01O3AU0007,450,600,-,-,-,-,-,-,-,-,250,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,01O3AU0009,600,450,-,-,-,-,-,-,-,-,825,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.73,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.93,0.8,0,0
1,LT,01O3AU0011,600,450,-,-,-,-,-,-,-,-,600,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.26,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.4,0.8,0,0
1,LT,01O3FO0003,250,500,-,-,-,-,-,-,-,-,900,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.35,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.57,0.6,0,0
1,LT,01O3FO0014,250,500,-,-,-,-,-,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01O3FO0020,250,500,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01O3ZU0003,800,600,-,-,-,-,-,-,-,-,258,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,01O3ZU0005,400,800,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.06,0.8,0,0
1,LT,01O3ZU0011,375,375,-,-,-,-,-,-,-,-,575,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01O3ZU0015,375,375,-,-,-,-,-,-,-,-,550,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01O3ZU0018,375,375,-,-,-,-,-,-,-,-,600,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.04,0.6,0,0
1,LT,01O3ZU0039,350,350,-,-,-,-,-,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01O3ZU0041,350,350,-,-,-,-,-,-,-,-,900,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.26,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.48,0.6,0,0
1,LT,01O3ZU0043,350,350,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,01OG3BSKZU0120,275,550,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,02O3AB0003,800,900,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.7,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.82,0.8,0,0
1,LT,02O3AB0007,450,800,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.25,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.37,0.8,0,0
1,LT,02O3AB0012,400,500,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02O3AB0020,450,400,-,-,-,-,-,-,-,-,875,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.49,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.7,0.6,0,0
1,LT,02O3AB0034,400,450,-,-,-,-,-,-,-,-,422,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02O3AB0036,450,450,-,-,-,-,-,-,-,-,566,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.02,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.15,0.6,0,0
1,LT,02O3AB0038,450,450,-,-,-,-,-,-,-,-,549,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.12,0.6,0,0
1,LT,02O3AB0041,450,400,-,-,-,-,-,-,-,-,800,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.36,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.55,0.6,0,0
1,LT,02O3AB0051,400,400,-,-,-,-,-,-,-,-,425,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02O3AB0055,500,450,-,-,-,-,-,-,-,-,474,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.01,0.6,0,0
1,LT,02O3AB0057,500,450,-,-,-,-,-,-,-,-,516,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.1,0.6,0,0
1,LT,02O3AB0060,450,500,-,-,-,-,-,-,-,-,800,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.52,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.71,0.6,0,0
1,LT,02O3AU0008,500,700,-,-,-,-,-,-,-,-,740,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.78,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.95,0.8,0,0
1,LT,02O3AU0011,500,700,-,-,-,-,-,-,-,-,740,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.78,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.95,0.8,0,0
1,LT,02O3AU0014,700,800,-,-,-,-,-,-,-,-,450,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.35,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.46,0.8,0,0
1,LT,02O3AU0016,700,800,-,-,-,-,-,-,-,-,700,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.27,0.8,0,0
1,LT,02O3ENT0002,800,900,-,-,-,-,-,-,-,-,590,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.01,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.15,0.8,0,0
1,LT,02O3ENT0005,450,800,-,-,-,-,-,-,-,-,568,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.42,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.56,0.8,0,0
1,LT,02O3ENT0008,450,800,-,-,-,-,-,-,-,-,399,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.09,0.8,0,0
1,LT,02O3ENT0010,600,800,-,-,-,-,-,-,-,-,530,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.48,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.61,0.8,0,0
1,LT,02O3FO0014,500,700,-,-,-,-,-,-,-,-,740,P,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.78,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.95,0.8,0,0
1,LT,02O3FO0017,500,700,-,-,-,-,-,-,-,-,740,P,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.78,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.95,0.8,0,0
1,LT,02O3FO0020,700,800,-,-,-,-,-,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,02O3FO0022,700,800,-,-,-,-,-,-,-,-,700,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.27,0.8,0,0
1,LT,02O3FO0025,840,750,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,02O3ZU0008,450,800,-,-,-,-,-,-,-,-,200,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,LT,02O3ZU0021,400,400,-,-,-,-,-,-,-,-,547,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.01,0.6,0,0
1,LT,02O3ZU0030,450,400,-,-,-,-,-,-,-,-,800,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.36,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.55,0.6,0,0
1,LT,02O3ZU0042,400,400,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02O3ZU0047,500,450,-,-,-,-,-,-,-,-,750,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.42,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.61,0.6,0,0
1,LT,02O3ZU0049,500,450,-,-,-,-,-,-,-,-,700,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.33,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.5,0.6,0,0
1,LT,02O3ZU0051,450,500,-,-,-,-,-,-,-,-,750,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.42,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.61,0.6,0,0
1,LT,02O3ZU0054,450,500,-,-,-,-,-,-,-,-,900,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.71,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.93,0.6,0,0
1,LT,02O3ZU0066,400,450,-,-,-,-,-,-,-,-,642,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.09,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.25,0.6,0,0
1,LT,02O3ZU0070,450,400,-,-,-,-,-,-,-,-,535,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.04,0.6,0,0
1,LT,02O3ZU0073,450,400,-,-,-,-,-,-,-,-,900,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.53,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.75,0.6,0,0
1,LT,02OG3BSKAB0010,450,375,-,-,-,-,-,-,-,-,600,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.13,0.6,0,0
1,LT,02OG3BSKAB0020,450,350,-,-,-,-,-,-,-,-,500,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02OG3BSKZU0010,450,375,-,-,-,-,-,-,-,-,600,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.13,0.6,0,0
1,LT,02OG3BSKZU0020,450,450,-,-,-,-,-,-,-,-,600,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.08,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.22,0.6,0,0
1,LT,02OG3BSKZU0030,450,500,-,-,-,-,-,-,-,-,430,P,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02OG3BSKZU0040,450,400,-,-,-,-,-,-,-,-,430,P,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,02OG3EKAB0010,400,450,-,-,-,-,-,-,-,-,680,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.16,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.32,0.6,0,0
1,LT,02OG3EKAB0020,450,400,-,-,-,-,-,-,-,-,500,P,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AB0006,400,200,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AB0009,250,450,-,-,-,-,-,-,-,-,730,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.02,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.2,0.6,0,0
1,LT,03O3AB0012,450,250,-,-,-,-,-,-,-,-,549,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AB0014,450,250,-,-,-,-,-,-,-,-,150,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AB0016,450,250,-,-,-,-,-,-,-,-,453,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AB0022,500,250,-,-,-,-,-,-,-,-,566,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AB0026,400,200,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3AU0003,800,1500,-,-,-,-,-,-,-,-,415,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1.91,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.01,1.0,0,0
1,LT,03O3AU0007,900,800,-,-,-,-,-,-,-,-,790,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,2.69,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.88,0.8,0,0
1,LT,03O3FO0007,1200,600,-,-,-,-,-,-,-,-,790,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,2.85,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.04,1.0,0,0
1,LT,03O3ZU0003,250,450,-,-,-,-,-,-,-,-,555,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3ZU0007,400,200,-,-,-,-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3ZU0009,250,450,-,-,-,-,-,-,-,-,679,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.11,0.6,0,0
1,LT,03O3ZU0014,450,250,-,-,-,-,-,-,-,-,900,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.26,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.48,0.6,0,0
1,LT,03O3ZU0024,400,200,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03O3ZU0027,450,250,-,-,-,-,-,-,-,-,569,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03OG3BSKAB0030,250,450,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,03OG3BSKZU0030,250,450,-,-,-,-,-,-,-,-,600,P,-,-,-,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,LT,07O3AB0002,600,600,-,-,-,-,-,-,-,-,240,-,-,-,-,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,RA,02O3ENT0011,800,600,-,630,11,-,-85,-,-,-,400,-,35,-,50,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1.15,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.24,0.8,0,0
1,RS,01O3AB0008,250,300,-,250,-25,-,0,-,-,-,350,-,50,-,35,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,RS,01O3AB0013,250,250,-,180,-35,-,-35,-,-,-,250,-,50,-,35,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,RS,01O3AB0014,250,250,-,250,0,-,0,-,-,-,300,-,50,-,35,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,RS,01O3ZU0008,100,300,-,160,-70,-,30,-,-,-,250,-,35,-,50,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,RS,01O3ZU0024,125,250,-,160,-45,-,18,-,-,-,300,-,50,-,35,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,RS,02O3ENT0012,840,750,-,630,-60,-,-105,-,-,-,500,-,35,-,50,-,-,-,-,-,-,-,-,-,V20,-,-,-,-,1.62,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.75,0.8,0,0
1,TG,01O3AB0007,300,250,300,250,-,-,-,-,300,600,900,-,150,-,150,-,120,-,-,-,-,-,-,-,V20,V20,V30,-,-,1.26,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.45,0.8,0,0
1,TG,01O3AB0012,250,250,250,250,-,-,-,-,250,300,600,-,150,-,150,-,120,-,-,-,-,-,-,-,V20,V20,V20,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,TG,01O3ZU0004,800,400,800,250,-,-,-,-,800,600,900,-,300,-,150,-,120,-,-,-,-,-,-,-,V20,V20,V20,-,-,3,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.2,0.8,0,0
1,TG,01O3ZU0023,250,600,250,600,-,-,-,-,250,125,460,-,150,-,150,-,120,-,-,-,-,-,-,-,V20,V20,V20,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.01,0.8,0,0
1,TG,02O3AB0002,900,840,900,840,-,-,-,-,900,800,1100,-,150,-,150,-,120,-,-,-,-,-,-,-,V20,V20,V20,-,-,4.34,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",4.53,0.8,0,0
1,TG,02O3AU0013,800,700,800,700,-,-,-,-,800,1000,1100,-,50,-,50,-,0,-,-,-,-,-,-,-,V20,V20,V20,-,-,3.48,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.64,0.8,0,0
1,TG,02O3AU0015,800,700,800,700,-,-,-,-,800,1000,1100,-,50,-,50,-,0,-,-,-,-,-,-,-,V20,V20,V20,-,-,3.48,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.64,0.8,0,0
